MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,ExterQual,ExterCond,Foundation,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,Heating,HeatingQC,CentralAir,GrLivArea,BsmtFullBath,BsmtHalfBath,TotalFullBath,TotalHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,YrSold,SaleCondition,SalePrice
20,RL,50,9405,Reg,Edwards,1Fam,1Story,5,9,1947,2008,VinylSd,TA,Ex,CBlock,Unf,0,698,GasA,Ex,Y,698,0,1,1,1,1,0,2,1,TA,4,0,0,Y,2009,Normal,118000
80,RL,NA,9125,IR1,Gilbert,1Fam,SLvl,7,5,1992,1992,HdBoard,TA,TA,PConc,Unf,0,384,GasA,Gd,Y,1482,0,0,2,1,2,1,3,1,Gd,7,1,2,Y,2007,Normal,163900
20,RL,60,10434,Reg,NAmes,1Fam,1Story,4,5,1955,1955,Plywood,TA,TA,CBlock,Unf,0,1005,GasA,TA,Y,1005,0,0,1,0,1,0,2,1,Fa,5,1,2,Y,2009,Normal,115000
120,RL,53,3684,Reg,Blmngtn,TwnhsE,1Story,7,5,2007,2007,VinylSd,Gd,TA,PConc,Unf,0,1373,GasA,Ex,Y,1555,0,0,2,0,2,0,2,1,Gd,7,1,3,Y,2009,Normal,174000
20,RL,182,14572,IR3,Gilbert,1Fam,1Story,7,5,2004,2004,VinylSd,Gd,TA,PConc,GLQ,1300,1530,GasA,Ex,Y,1530,1,0,3,0,2,0,3,1,Gd,7,1,3,Y,2007,Family,259000
60,RL,59,11796,IR1,Gilbert,1Fam,2Story,7,5,2004,2005,VinylSd,Gd,TA,PConc,Unf,0,847,GasA,Ex,Y,1959,0,0,2,1,2,1,4,1,Gd,8,1,2,Y,2007,Normal,215000
90,RM,60,7200,Reg,OldTown,Duplex,SFoyer,5,5,1980,1980,MetalSd,TA,TA,CBlock,GLQ,936,936,GasA,TA,Y,936,1,0,2,0,1,0,2,1,TA,4,0,2,Y,2007,Normal,140000
50,RL,65,7804,Reg,SWISU,1Fam,1.5Fin,4,3,1928,1950,WdShing,TA,TA,BrkTil,BLQ,622,1122,GasA,TA,Y,1981,1,0,3,0,2,0,4,1,Gd,7,2,2,Y,2009,Normal,135000
20,RL,63,10712,Reg,Mitchel,1Fam,1Story,5,5,1991,1992,HdBoard,TA,TA,PConc,BLQ,212,974,GasA,TA,Y,974,0,0,1,0,1,0,3,1,TA,5,0,0,Y,2007,Abnorml,93500
70,RM,90,9900,Reg,OldTown,1Fam,2Story,6,4,1880,1950,Wd Sdng,TA,TA,BrkTil,Unf,0,1008,GasW,TA,Y,2210,0,0,2,0,2,0,5,1,Fa,8,0,1,N,2007,Normal,117500
60,RL,80,9828,IR1,SawyerW,1Fam,2Story,8,5,1995,1995,VinylSd,Gd,TA,PConc,GLQ,584,1128,GasA,Ex,Y,2020,0,0,2,1,2,1,3,1,Gd,8,1,2,Y,2009,Normal,239500
60,RL,57,8773,IR1,Gilbert,1Fam,2Story,6,5,1997,1997,VinylSd,TA,TA,PConc,Unf,0,916,GasA,Gd,Y,1600,0,0,2,1,2,1,3,1,TA,7,1,2,Y,2007,Normal,169000
30,RM,60,6180,Reg,BrkSide,1Fam,1Story,6,5,1926,1950,Wd Sdng,TA,TA,BrkTil,Unf,0,960,GasA,TA,N,986,0,0,1,0,1,0,2,1,TA,5,1,1,Y,2007,Normal,102000
50,RL,80,9600,Reg,NAmes,1Fam,1.5Fin,6,5,1950,1950,VinylSd,TA,TA,CBlock,BLQ,280,1032,GasA,TA,Y,1252,0,0,1,0,1,0,3,1,TA,6,0,1,Y,2008,Abnorml,119000
50,RL,54,6342,Reg,Sawyer,1Fam,1.5Fin,5,8,1875,1996,VinylSd,TA,Gd,CBlock,Unf,0,780,GasA,Gd,N,1020,0,0,1,0,1,0,2,1,TA,6,0,0,N,2010,Normal,94000
20,RL,NA,9819,IR1,Mitchel,1Fam,1Story,6,5,1977,1977,Plywood,TA,TA,PConc,ALQ,1567,1567,GasA,TA,Y,1567,1,0,3,0,2,0,2,1,Gd,5,2,2,Y,2009,Normal,196000
30,RL,98,8731,IR1,BrkSide,1Fam,1Story,5,5,1920,1950,Stucco,TA,Fa,BrkTil,BLQ,645,915,GasA,TA,Y,1167,0,0,1,0,1,0,3,1,TA,6,1,2,Y,2007,Normal,144000
20,RL,60,7350,Reg,NAmes,1Fam,1Story,5,7,1951,1951,HdBoard,TA,TA,CBlock,ALQ,852,952,GasA,TA,Y,952,1,0,2,0,1,0,2,1,TA,4,0,2,Y,2008,Abnorml,139000
60,RL,NA,10304,IR1,NWAmes,1Fam,2Story,5,7,1976,1976,Plywood,TA,Gd,CBlock,ALQ,381,780,GasA,Ex,Y,1868,1,0,3,1,2,1,4,1,Gd,9,1,2,Y,2009,Normal,197500
60,RL,77,9965,Reg,CollgCr,1Fam,2Story,8,5,2006,2007,VinylSd,Gd,TA,PConc,GLQ,1150,1466,GasA,Ex,Y,2828,1,0,4,0,3,0,4,1,Gd,11,1,3,Y,2007,Partial,424870
20,RL,NA,9000,Reg,Sawyer,1Fam,1Story,5,3,1959,1959,Wd Sdng,TA,TA,CBlock,GLQ,288,1006,GasA,TA,Y,1006,0,0,1,0,1,0,3,1,TA,5,0,0,Y,2008,Normal,80000
190,RL,60,12180,Reg,Edwards,2fmCon,1.5Fin,4,4,1941,1950,MetalSd,TA,Fa,BrkTil,BLQ,348,672,Grav,Fa,N,924,1,0,2,0,1,0,2,1,Fa,5,0,1,Y,2010,Normal,80000
50,RM,52,6240,Reg,BrkSide,1Fam,1.5Fin,5,6,1928,1950,MetalSd,TA,TA,BrkTil,Unf,0,1042,GasA,Ex,Y,1576,0,0,1,0,1,0,3,1,TA,8,1,1,Y,2006,Family,149000
20,RL,NA,11200,Reg,SawyerW,1Fam,1Story,6,5,1985,1985,Wd Sdng,Gd,TA,CBlock,GLQ,1258,1298,GasA,TA,Y,1298,1,0,3,0,2,0,3,1,Gd,5,1,2,Y,2006,Normal,180000
70,RL,75,12000,Reg,Crawfor,1Fam,2Story,7,7,1941,1950,MetalSd,TA,TA,CBlock,Rec,275,704,GasA,Ex,Y,1564,0,0,1,1,1,1,3,1,Fa,7,1,1,Y,2009,Normal,174500
50,RM,NA,5700,Reg,OldTown,1Fam,1.5Fin,7,7,1926,1950,Wd Sdng,TA,TA,PConc,Unf,0,572,GasA,TA,Y,1111,0,0,1,0,1,0,2,1,TA,5,1,1,Y,2008,Normal,116900
70,RM,50,9000,Reg,OldTown,1Fam,2Story,7,9,1920,1988,VinylSd,TA,Gd,PConc,ALQ,624,650,GasA,Ex,Y,1482,0,1,1,1,1,0,3,1,TA,7,0,2,Y,2009,Normal,143000
20,RL,57,8280,IR1,NAmes,1Fam,1Story,6,5,1950,1950,BrkFace,TA,TA,CBlock,Unf,0,932,GasA,Ex,Y,932,0,0,1,0,1,0,2,1,Gd,4,1,1,Y,2007,Normal,124000
20,RL,134,17755,Reg,Edwards,1Fam,1Story,5,4,1959,1959,HdBoard,TA,TA,CBlock,BLQ,176,1466,GasA,TA,Y,1466,0,0,1,1,1,1,3,1,Fa,6,2,2,Y,2006,Normal,149900
20,RL,90,14115,IR1,Crawfor,1Fam,1Story,6,7,1956,2004,Stone,TA,TA,PConc,ALQ,296,1073,GasA,Ex,Y,1811,0,0,1,0,1,0,2,1,Ex,6,1,2,Y,2006,Abnorml,230000
30,RM,NA,5890,Reg,IDOTRR,1Fam,1Story,6,8,1930,2007,Wd Sdng,Gd,Gd,BrkTil,ALQ,538,816,GasA,Ex,Y,816,0,0,1,0,1,0,2,1,TA,5,0,1,Y,2008,Normal,120500
60,RL,NA,13700,IR1,NAmes,1Fam,2Story,7,6,1965,1988,VinylSd,TA,TA,CBlock,ALQ,454,864,GasA,TA,Y,1820,0,0,1,2,1,2,4,1,Gd,8,2,2,Y,2008,Normal,201800
20,RL,90,10768,IR1,Veenker,1Fam,1Story,5,8,1976,2004,Plywood,Gd,Gd,CBlock,ALQ,1157,1437,GasA,TA,Y,1437,1,0,3,0,2,0,3,1,Gd,6,1,2,Y,2007,Normal,218000
80,RL,85,9350,Reg,NAmes,1Fam,SLvl,5,8,1965,1999,BrkFace,TA,Gd,PConc,ALQ,633,1219,GasA,Gd,Y,1265,0,1,2,1,2,0,3,1,Gd,6,1,2,Y,2008,Normal,179900
120,RL,34,5001,IR1,NridgHt,Twnhs,1Story,7,5,2007,2008,VinylSd,Gd,TA,PConc,GLQ,904,1314,GasA,Ex,Y,1314,1,0,3,0,2,0,2,1,Gd,6,1,2,Y,2009,Normal,230000
20,RL,92,11932,Reg,Somerst,1Fam,1Story,8,5,2007,2008,VinylSd,Gd,TA,PConc,Unf,0,1580,GasA,Ex,Y,1580,0,0,2,0,2,0,3,1,Gd,7,0,3,Y,2008,Partial,235128
60,RL,76,9120,Reg,NWAmes,1Fam,2Story,6,6,1974,1974,HdBoard,Gd,TA,CBlock,ALQ,442,901,GasA,TA,Y,1876,0,0,2,1,2,1,4,1,Gd,8,1,2,Y,2008,Normal,185000
160,RL,24,2280,Reg,NPkVill,Twnhs,2Story,6,5,1978,1978,Plywood,TA,TA,CBlock,ALQ,311,855,GasA,Fa,Y,1456,0,0,2,1,2,1,3,1,TA,7,1,2,Y,2010,Normal,146000
20,RL,NA,14778,IR1,Crawfor,1Fam,1Story,6,7,1954,2006,HdBoard,Gd,TA,CBlock,BLQ,728,1296,GasA,Ex,Y,1640,1,0,2,0,1,0,3,1,Gd,7,1,2,Y,2008,Normal,224000
20,RL,109,8724,Reg,Sawyer,1Fam,1Story,5,5,1968,1968,VinylSd,TA,TA,CBlock,BLQ,492,894,GasA,Gd,Y,894,0,0,1,0,1,0,3,1,TA,5,1,2,Y,2007,Normal,129000
90,RL,60,12900,Reg,Sawyer,Duplex,SFoyer,4,4,1969,1969,Plywood,TA,TA,CBlock,GLQ,1198,1198,GasA,TA,Y,1258,2,0,2,2,0,2,0,2,TA,6,0,2,Y,2008,Alloca,108959
80,RL,NA,16157,IR1,Veenker,1Fam,SLvl,5,7,1978,1978,Plywood,TA,TA,PConc,ALQ,680,1360,GasA,Ex,Y,1432,1,0,2,1,1,1,2,1,Gd,5,1,2,Y,2007,Normal,194000
20,RL,79,9541,IR1,NridgHt,1Fam,1Story,7,5,2009,2009,VinylSd,Gd,TA,PConc,Unf,0,1502,GasA,Ex,Y,1502,0,0,2,0,2,0,3,1,Gd,7,0,2,Y,2009,Partial,233170
20,RL,64,10475,IR1,CollgCr,1Fam,1Story,8,5,2008,2008,VinylSd,Gd,TA,PConc,Unf,0,1694,GasA,Ex,Y,1694,0,0,2,0,2,0,3,1,Gd,7,0,3,Y,2010,Normal,245350
60,RL,58,10852,IR1,Gilbert,1Fam,2Story,6,5,2000,2000,VinylSd,TA,TA,PConc,GLQ,786,959,GasA,Ex,Y,1671,1,0,3,1,2,1,3,1,TA,7,1,2,Y,2006,Normal,173000
70,RL,120,13728,Reg,Edwards,1Fam,2Story,6,7,1935,1986,Stucco,TA,TA,CBlock,Rec,626,1127,GasA,Ex,Y,2108,0,0,2,0,2,0,4,1,Gd,7,2,2,Y,2008,Normal,235000
60,RL,118,35760,IR1,NoRidge,1Fam,2Story,10,5,1995,1996,HdBoard,Gd,Gd,PConc,GLQ,1387,1930,GasA,Ex,Y,3627,1,0,4,1,3,1,4,1,Gd,10,1,3,Y,2006,Normal,625000
80,RL,76,9880,Reg,Mitchel,1Fam,SLvl,6,6,1977,1977,Plywood,TA,TA,CBlock,ALQ,522,1096,GasA,TA,Y,1118,1,0,2,0,1,0,3,1,TA,6,1,1,Y,2008,Normal,171000
20,RL,76,9120,Reg,NAmes,1Fam,1Story,6,6,1958,1958,MetalSd,TA,TA,CBlock,ALQ,662,1261,GasA,Ex,Y,1261,1,0,2,0,1,0,3,1,TA,6,1,2,Y,2008,Normal,163000
160,FV,35,4017,IR1,Somerst,TwnhsE,2Story,7,5,2006,2007,MetalSd,Gd,TA,PConc,Unf,0,625,GasA,Ex,Y,1250,0,0,2,1,2,1,2,1,Gd,5,0,2,Y,2008,Normal,171900
50,RL,138,18030,IR1,ClearCr,1Fam,1.5Fin,5,6,1946,1994,MetalSd,TA,TA,CBlock,Rec,152,1598,GasA,TA,Y,3086,0,0,3,0,3,0,3,1,Ex,12,1,0,Y,2007,Normal,200500
70,RL,80,16560,IR1,Crawfor,1Fam,2Story,6,8,1932,1950,Wd Sdng,TA,TA,BrkTil,Rec,503,952,GasA,TA,Y,2345,0,0,2,1,2,1,4,1,TA,9,1,2,Y,2006,Normal,239000
50,RL,85,10678,Reg,NoRidge,1Fam,1.5Fin,8,5,1992,2000,HdBoard,Gd,TA,PConc,GLQ,700,1683,GasA,Ex,Y,2872,0,0,2,1,2,1,4,1,Gd,9,1,2,Y,2007,Normal,285000
20,RL,37,6951,IR1,Mitchel,1Fam,1Story,5,5,1984,1985,HdBoard,TA,TA,CBlock,ALQ,658,876,GasA,TA,Y,923,1,0,2,0,1,0,3,1,TA,5,0,1,Y,2008,Normal,119500
50,RM,NA,3950,Reg,OldTown,1Fam,1.5Fin,6,8,1926,2004,MetalSd,TA,TA,CBlock,Rec,468,818,GasA,TA,Y,1224,0,0,1,0,1,0,3,1,TA,5,0,1,N,2009,Normal,115000
50,RL,54,7681,IR1,Crawfor,1Fam,1.5Fin,5,6,1921,1950,Wd Sdng,TA,TA,BrkTil,Unf,0,731,GasA,Ex,Y,1343,0,0,1,1,1,1,3,1,TA,7,1,1,Y,2009,Normal,154900
20,RL,77,8335,Reg,Edwards,1Fam,1Story,5,5,1954,1954,Wd Sdng,TA,TA,Slab,NA,0,0,GasA,Gd,Y,1124,0,0,1,0,1,0,3,1,TA,5,1,0,N,2006,Normal,93000
60,RL,NA,11170,IR2,Timber,1Fam,2Story,7,5,1990,1991,MetalSd,TA,TA,Wood,LwQ,1216,1216,GasA,Ex,Y,2514,0,0,2,1,2,1,4,1,TA,8,0,2,Y,2006,Normal,250000
120,RM,64,5587,IR1,Crawfor,TwnhsE,1Story,8,5,2008,2008,CemntBd,Ex,TA,PConc,GLQ,1480,1600,GasA,Ex,Y,1652,1,1,3,1,2,0,2,1,Gd,5,1,2,Y,2008,Partial,392500
60,RL,160,15623,IR1,NoRidge,1Fam,2Story,10,5,1996,1996,Wd Sdng,Gd,TA,PConc,GLQ,2096,2396,GasA,Ex,Y,4476,1,0,4,1,3,1,4,1,Ex,10,2,3,Y,2007,Abnorml,745000
30,RL,60,10800,Reg,OldTown,1Fam,1Story,5,6,1920,1950,Stucco,TA,TA,BrkTil,Rec,821,1120,GasA,Ex,Y,1130,1,0,2,0,1,0,2,1,TA,5,1,2,Y,2006,Normal,120000
20,RL,50,35133,Reg,Timber,1Fam,1Story,5,4,1963,1963,MetalSd,TA,TA,CBlock,Rec,1159,1572,GasA,Gd,Y,1572,1,0,2,1,1,1,3,1,TA,5,2,3,Y,2007,Normal,186700
50,RL,60,9738,Reg,Edwards,1Fam,1.5Fin,5,7,1924,1950,AsbShng,TA,Gd,BrkTil,BLQ,392,784,GasA,Gd,Y,1221,1,0,2,0,1,0,4,1,TA,7,0,1,Y,2006,Normal,104900
190,RL,107,10615,IR1,OldTown,2fmCon,2Story,3,5,1900,1970,HdBoard,TA,TA,CBlock,BLQ,440,978,GasA,TA,Y,1699,1,0,3,0,2,0,3,2,TA,7,0,2,Y,2009,Abnorml,95000
20,RL,89,12461,Reg,NoRidge,1Fam,1Story,8,5,1994,1995,ImStucc,Gd,TA,PConc,GLQ,1456,1624,GasA,Ex,Y,1624,1,0,3,0,2,0,2,1,Gd,5,1,3,Y,2006,Normal,262000
60,RL,68,8935,IR1,CollgCr,1Fam,2Story,7,5,2002,2002,VinylSd,Gd,TA,PConc,Unf,0,831,GasA,Ex,Y,1660,0,0,2,1,2,1,3,1,Gd,7,0,2,Y,2009,Normal,195000
60,RL,60,7500,Reg,Gilbert,1Fam,2Story,7,5,1999,1999,VinylSd,TA,TA,PConc,Unf,0,994,GasA,Gd,Y,1804,0,0,2,1,2,1,3,1,Gd,7,1,2,Y,2010,Normal,189000
190,RL,NA,32463,Reg,Mitchel,2fmCon,1Story,4,4,1961,1975,MetalSd,TA,Gd,CBlock,BLQ,1159,1249,GasA,Ex,Y,1622,1,0,2,0,1,0,3,1,TA,7,1,4,Y,2007,Normal,168000
160,FV,24,2645,Reg,Somerst,Twnhs,2Story,8,5,1999,2000,MetalSd,Gd,TA,PConc,Unf,0,776,GasA,Ex,Y,1441,0,0,2,1,2,1,2,1,Gd,5,0,2,Y,2007,Normal,174000
50,RM,60,9600,Reg,OldTown,1Fam,1.5Fin,5,8,1925,1994,VinylSd,TA,TA,PConc,Unf,0,702,GasA,Gd,Y,1472,0,0,1,0,1,0,3,1,Gd,6,0,1,P,2007,Normal,125000
120,RM,NA,4500,Reg,Mitchel,TwnhsE,1Story,6,5,1999,1999,VinylSd,TA,TA,PConc,GLQ,883,1224,GasA,Ex,Y,1224,1,0,3,0,2,0,2,1,TA,5,0,2,Y,2009,Normal,165000
60,RL,80,9364,Reg,Sawyer,1Fam,2Story,6,7,1969,1969,HdBoard,TA,TA,CBlock,ALQ,371,663,GasA,TA,Y,1352,0,0,1,1,1,1,4,1,TA,7,0,1,Y,2010,Normal,158000
60,RL,51,8029,IR1,Gilbert,1Fam,2Story,6,5,2005,2005,VinylSd,TA,TA,PConc,Unf,0,728,GasA,Ex,Y,1456,0,0,2,1,2,1,3,1,Gd,8,0,2,Y,2008,Normal,176000
60,RL,58,14054,IR1,Gilbert,1Fam,2Story,7,5,2006,2006,VinylSd,Gd,TA,PConc,Unf,0,879,GasA,Ex,Y,1863,0,0,2,1,2,1,4,1,Gd,9,1,3,Y,2006,Partial,219210
75,RM,65,8850,IR1,OldTown,1Fam,2.5Unf,7,6,1916,1950,MetalSd,TA,TA,BrkTil,Unf,0,815,GasA,Ex,Y,1690,0,0,1,0,1,0,3,1,TA,7,1,1,Y,2006,Normal,144000
20,RL,70,9100,Reg,CollgCr,1Fam,1Story,7,5,2001,2001,VinylSd,Gd,TA,PConc,Unf,0,1212,GasA,Ex,Y,1212,0,0,2,0,2,0,3,1,Gd,6,0,2,Y,2009,Normal,178000
20,RL,75,11235,Reg,Sawyer,1Fam,1Story,4,5,1963,1979,HdBoard,TA,TA,CBlock,Rec,547,1051,GasA,Gd,Y,1382,0,0,1,1,1,1,3,1,TA,6,1,2,Y,2006,Normal,148000
20,RL,71,9353,Reg,NAmes,1Fam,1Story,4,5,1970,1970,MetalSd,TA,TA,CBlock,Unf,0,864,GasA,Gd,Y,864,0,0,1,0,1,0,3,1,TA,5,0,1,Y,2006,Abnorml,116050
60,RL,80,10400,Reg,CollgCr,1Fam,2Story,7,5,1998,1998,VinylSd,TA,TA,PConc,Unf,0,866,GasA,Ex,Y,1779,0,0,2,1,2,1,3,1,Gd,6,0,2,Y,2009,Normal,197900
50,RM,50,6000,Reg,BrkSide,1Fam,1.5Fin,5,8,1925,1997,Wd Sdng,TA,TA,BrkTil,Unf,0,884,GasA,Ex,Y,1348,1,0,2,0,1,0,3,1,TA,5,1,1,N,2009,Normal,117000
20,RL,75,9750,Reg,CollgCr,1Fam,1Story,7,5,2000,2001,VinylSd,Gd,TA,PConc,Unf,0,1630,GasA,Ex,Y,1630,0,0,2,0,2,0,3,1,Gd,6,1,2,Y,2009,Normal,213000
20,RL,78,10140,Reg,NWAmes,1Fam,1Story,5,6,1975,1975,HdBoard,TA,TA,CBlock,ALQ,788,1056,GasA,Ex,Y,1074,1,0,2,1,1,1,3,1,TA,6,0,2,Y,2006,Normal,153500
20,RL,90,14684,IR1,SawyerW,1Fam,1Story,7,7,1990,1991,HdBoard,Gd,TA,CBlock,ALQ,485,2158,GasA,Gd,Y,2196,0,0,2,0,2,0,3,1,Gd,7,1,3,Y,2009,Normal,271900
20,RH,NA,8900,Reg,SawyerW,1Fam,1Story,4,4,1966,1966,HdBoard,TA,TA,CBlock,Rec,1056,1056,GasA,TA,Y,1056,1,0,2,0,1,0,2,1,TA,5,0,1,Y,2006,Normal,107000
20,RL,70,9135,Reg,CollgCr,1Fam,1Story,6,5,2003,2003,VinylSd,Gd,TA,PConc,GLQ,340,1682,GasA,Ex,Y,1700,1,0,3,0,2,0,3,1,Gd,7,0,2,Y,2006,Normal,200000
20,RL,70,7763,Reg,NAmes,1Fam,1Story,5,7,1962,1980,MetalSd,TA,Gd,CBlock,Rec,504,931,GasA,TA,Y,1283,1,0,2,0,1,0,3,1,TA,6,0,2,Y,2008,Normal,140000
20,RL,85,10182,IR1,Somerst,1Fam,1Story,8,5,2006,2006,VinylSd,Gd,TA,PConc,GLQ,1220,1660,GasA,Ex,Y,1660,1,0,3,0,2,0,3,1,Gd,8,1,2,Y,2006,Partial,290000
60,RL,70,11218,Reg,SawyerW,1Fam,2Story,6,5,1992,1992,Wd Sdng,Gd,TA,PConc,Unf,0,1055,GasA,Ex,Y,1845,0,0,2,1,2,1,3,1,Gd,8,1,2,Y,2010,Normal,189000
50,RL,152,12134,IR1,Gilbert,1Fam,1.5Fin,8,7,1988,2005,Wd Sdng,Gd,TA,Wood,GLQ,427,559,GasA,Gd,Y,1752,0,0,2,0,2,0,4,1,TA,8,0,2,Y,2010,Normal,164000
30,RL,50,9340,Reg,Edwards,1Fam,1Story,4,6,1941,1950,MetalSd,TA,TA,CBlock,Rec,344,672,GasA,TA,Y,672,1,0,2,0,1,0,2,1,TA,4,0,1,N,2009,Normal,113000
80,RL,NA,10246,IR1,Sawyer,1Fam,SLvl,4,9,1965,2001,VinylSd,TA,Gd,CBlock,GLQ,648,648,GasA,Ex,Y,960,1,1,1,1,0,0,0,1,TA,3,0,1,Y,2006,Normal,145000
85,RL,69,10205,IR1,NAmes,1Fam,SFoyer,5,5,1962,1962,MetalSd,TA,TA,CBlock,BLQ,784,925,GasA,TA,Y,999,1,0,2,0,1,0,3,1,TA,6,0,1,Y,2006,Normal,134500
20,RL,99,7094,IR1,Sawyer,1Fam,1Story,5,5,1966,1966,VinylSd,TA,TA,CBlock,Rec,180,894,GasA,TA,Y,894,0,0,1,0,1,0,3,1,TA,5,0,1,Y,2007,Normal,125000
90,RM,68,8930,Reg,Sawyer,Duplex,1.5Fin,6,5,1978,1978,VinylSd,TA,TA,Slab,NA,0,0,GasA,TA,Y,1902,0,0,2,0,2,0,4,2,TA,8,0,2,Y,2010,Normal,112000
20,FV,72,8640,Reg,Somerst,1Fam,1Story,8,5,2009,2009,CemntBd,Gd,TA,PConc,GLQ,936,1300,GasA,Ex,Y,1314,1,0,3,0,2,0,3,1,Gd,6,0,2,Y,2009,Partial,229456
50,RM,52,6240,Reg,BrkSide,1Fam,1.5Fin,4,5,1947,1950,AsbShng,TA,TA,Slab,NA,0,0,GasA,Gd,N,912,0,0,1,0,1,0,2,1,TA,3,0,0,N,2006,Normal,80500
160,RM,21,1680,Reg,BrDale,Twnhs,2Story,6,5,1971,1971,CemntBd,TA,TA,CBlock,Unf,0,672,GasA,TA,Y,1218,0,0,1,1,1,1,3,1,TA,7,0,0,N,2006,Abnorml,91500
20,RL,66,7800,IR1,NAmes,1Fam,1Story,5,5,1964,1964,Wd Sdng,TA,TA,CBlock,Rec,312,912,GasA,TA,Y,912,0,0,1,0,1,0,2,1,TA,5,0,1,Y,2006,Abnorml,115000
20,RL,55,8250,Reg,Sawyer,1Fam,1Story,5,5,1968,1968,HdBoard,TA,TA,CBlock,BLQ,250,952,GasA,Ex,Y,1211,0,0,1,0,1,0,3,1,TA,5,1,1,Y,2008,Normal,134000
50,RL,78,10496,Reg,NAmes,1Fam,1.5Fin,6,6,1949,1950,Wd Sdng,TA,TA,CBlock,Rec,196,1040,GasA,Ex,Y,1846,0,0,2,0,2,0,3,1,TA,7,1,1,Y,2007,Normal,143000
20,RL,89,10680,Reg,NAmes,1Fam,1Story,5,3,1951,1951,Wd Sdng,TA,TA,CBlock,LwQ,756,2136,GasA,TA,N,2136,0,0,2,0,2,0,4,1,TA,7,0,2,Y,2006,Normal,137900
60,RL,60,15384,IR1,Gilbert,1Fam,2Story,7,5,2004,2005,VinylSd,Gd,TA,PConc,GLQ,724,788,GasA,Ex,Y,1490,1,0,3,1,2,1,3,1,Gd,8,1,2,Y,2008,Normal,184000
80,RL,65,10482,Reg,NAmes,1Fam,SLvl,6,8,1958,1958,VinylSd,TA,Gd,CBlock,GLQ,507,588,GasA,Ex,Y,1138,0,1,1,1,1,0,3,1,TA,6,0,1,Y,2007,Normal,145000
60,RL,86,14598,IR1,Somerst,1Fam,2Story,6,5,2007,2007,VinylSd,Gd,TA,PConc,Unf,0,894,GasA,Ex,Y,1933,0,0,2,1,2,1,4,1,Gd,9,1,3,Y,2008,Normal,214000
20,RL,72,8872,Reg,NAmes,1Fam,1Story,5,8,1965,2008,VinylSd,TA,TA,CBlock,ALQ,595,912,GasA,Ex,Y,912,1,0,2,0,1,0,2,1,Gd,5,0,2,Y,2008,Normal,147000
120,RL,65,8769,Reg,NridgHt,TwnhsE,1Story,9,5,2008,2008,MetalSd,Ex,TA,PConc,GLQ,1540,1702,GasA,Ex,Y,1702,1,0,2,1,1,1,1,1,Ex,7,1,3,Y,2008,Partial,367294
80,RL,70,7910,Reg,NAmes,1Fam,SLvl,5,5,1960,1960,BrkFace,TA,TA,CBlock,ALQ,666,1075,GasA,Gd,Y,1507,0,0,2,0,2,0,4,1,TA,7,0,1,Y,2008,Normal,127000
90,RL,NA,18890,IR1,Sawyer,Duplex,1.5Fin,5,5,1977,1977,Plywood,TA,TA,CBlock,GLQ,498,1361,GasA,Ex,Y,2620,0,0,2,2,2,2,4,2,TA,12,1,2,N,2007,Normal,190000
90,RL,70,7728,Reg,NAmes,Duplex,SLvl,5,6,1962,1962,Wd Sdng,TA,TA,CBlock,ALQ,803,1106,GasA,TA,Y,1190,1,0,2,0,1,0,3,1,TA,6,0,2,Y,2006,Normal,132500
90,RL,70,9842,Reg,NAmes,Duplex,1Story,4,5,1962,1962,HdBoard,TA,TA,Slab,NA,0,0,GasA,TA,Y,1224,0,0,2,0,2,0,2,2,TA,6,0,2,Y,2007,Normal,101800
20,RL,NA,12160,IR1,NAmes,1Fam,1Story,5,5,1959,1959,Plywood,TA,TA,CBlock,Rec,1000,1188,GasA,Fa,Y,1188,1,0,2,0,1,0,3,1,TA,6,0,2,Y,2010,Abnorml,142000
70,RH,55,8525,Reg,SWISU,1Fam,2Story,5,6,1911,1950,MetalSd,TA,TA,PConc,Unf,0,940,GasA,TA,N,1964,0,0,1,1,1,1,4,1,TA,7,0,0,N,2008,Abnorml,130000
70,RL,96,13132,Reg,Crawfor,1Fam,2Story,5,5,1914,1950,Wd Sdng,TA,TA,BrkTil,Unf,0,747,GasA,Gd,Y,1784,0,0,1,1,1,1,4,1,TA,9,0,1,N,2006,Normal,138887
160,RL,36,2628,Reg,NridgHt,Twnhs,2Story,7,5,2003,2003,VinylSd,Gd,TA,PConc,Unf,0,764,GasA,Ex,Y,1626,0,0,2,1,2,1,2,1,Gd,6,0,2,Y,2010,Normal,175500
60,RL,41,12393,IR2,CollgCr,1Fam,2Story,7,5,2004,2005,VinylSd,Gd,TA,PConc,Unf,0,847,GasA,Ex,Y,1948,0,0,2,1,2,1,4,1,Gd,8,1,2,Y,2006,Normal,195000
20,RL,63,13072,Reg,SawyerW,1Fam,1Story,6,5,2005,2005,VinylSd,Gd,TA,PConc,Unf,0,1141,GasA,Ex,Y,1141,0,0,1,1,1,1,3,1,TA,6,0,2,Y,2006,Abnorml,142500
